city,country,date,lat,lon,max_temp,humidity,cloudiness,wind_speed
guerrero negro,RU,1970-01-01 00:00:01.579292906,65.58,-171.0,3.74,96,100,4.56
shchigry,AU,1970-01-01 00:00:01.579292906,-23.13,150.73,71.6,88,33,2.24
road town,IT,1970-01-01 00:00:01.579292906,43.8,11.29,48.0,93,90,1.12
wapi pathum,IT,1970-01-01 00:00:01.579292906,39.17,8.52,51.8,93,40,1.12
aykhal,BR,1970-01-01 00:00:01.579292906,-8.01,-34.86,84.2,70,40,11.41
garowe,FO,1970-01-01 00:00:01.579292906,62.16,-7.17,41.0,86,100,31.09
maun,CD,1970-01-01 00:00:01.579292906,-5.95,29.19,66.51,94,100,2.28
keita,PH,1970-01-01 00:00:01.579292906,18.07,120.49,72.36,84,0,6.96
tsihombe,NZ,1970-01-01 00:00:01.579292831,-45.87,170.5,63.0,63,38,9.84
khormuj,ES,1970-01-01 00:00:01.579292906,28.66,-17.92,62.6,59,0,3.36
kahului,NZ,1970-01-01 00:00:01.579292906,-46.28,169.85,63.0,63,34,4.52
kharan,US,1970-01-01 00:00:01.579292906,21.44,-157.84,78.8,83,90,18.34
sinnamary,RU,1970-01-01 00:00:01.579292906,62.0,132.43,-33.97,99,48,2.73
osorno,IN,1970-01-01 00:00:01.579292906,19.97,72.73,71.08,62,0,16.4
barra patuca,US,1970-01-01 00:00:01.579292906,36.19,-94.13,41.0,100,90,11.1
hansot,PE,1970-01-01 00:00:01.579292906,-16.62,-72.71,72.01,64,38,9.75
singkang,SO,1970-01-01 00:00:01.579292906,5.35,48.53,75.61,65,6,20.45
san quintin,FR,1970-01-01 00:00:01.579292906,48.33,-0.67,41.0,80,15,6.93
labuan,US,1970-01-01 00:00:01.579292907,36.62,-121.92,55.4,58,1,5.82
rincon,CV,1970-01-01 00:00:01.579292907,14.9,-24.5,70.65,72,2,13.53
livingston,CN,1970-01-01 00:00:01.579292907,32.68,109.02,33.04,85,0,1.83
amahai,MG,1970-01-01 00:00:01.579292907,-16.1,46.63,80.6,88,40,4.7
hualmay,NZ,1970-01-01 00:00:01.579292907,-39.07,174.08,57.99,54,0,15.99
vila velha,CD,1970-01-01 00:00:01.579292907,2.77,27.62,76.37,55,100,2.35
padang,IN,1970-01-01 00:00:01.579292907,22.24,68.97,67.57,45,0,12.1
lavrentiya,GB,1970-01-01 00:00:01.579292907,50.46,-3.51,41.0,86,20,5.82
yeppoon,RU,1970-01-01 00:00:01.579292907,66.32,-179.17,12.65,93,100,2.42
fiesole,DE,1970-01-01 00:00:01.579292907,48.28,9.12,45.0,87,75,4.7
barentsburg,SD,1970-01-01 00:00:01.579292907,11.02,29.72,73.87,22,19,17.2
carbonia,PF,1970-01-01 00:00:01.579292907,-17.53,-149.33,84.2,66,75,3.36
olinda,RU,1970-01-01 00:00:01.579292907,67.57,30.48,2.68,94,33,1.07
vestmanna,UY,1970-01-01 00:00:01.579292907,-33.7,-53.46,69.6,50,0,12.33
kalemie,CA,1970-01-01 00:00:01.579292907,48.65,-53.11,25.0,88,100,18.99
callaguip,JP,1970-01-01 00:00:01.579292907,37.48,141.0,36.0,68,100,1.01
saleaula,BR,1970-01-01 00:00:01.579292907,-22.22,-54.81,86.67,71,100,4.09
dunedin,CA,1970-01-01 00:00:01.579292908,60.82,-115.8,-27.4,67,75,2.24
los llanos de aridane,US,1970-01-01 00:00:01.579292908,39.5,-89.77,30.2,63,90,17.22
kaitangata,ZM,1970-01-01 00:00:01.579292908,-12.1,26.43,65.32,97,100,7.29
ahuimanu,JP,1970-01-01 00:00:01.579292908,36.63,139.05,37.0,72,100,1.01
churapcha,BR,1970-01-01 00:00:01.579292908,-5.25,-38.13,88.07,52,92,15.01
dahanu,UZ,1970-01-01 00:00:01.579292908,40.43,71.72,28.4,85,0,4.03
attawapiskat,PR,1970-01-01 00:00:01.579292908,18.43,-65.83,84.0,69,20,13.87
springdale,AU,1970-01-01 00:00:01.579292908,-38.27,141.97,61.63,84,100,16.58
camana,US,1970-01-01 00:00:01.579292908,42.09,-76.81,19.99,62,1,8.05
hobyo,RO,1970-01-01 00:00:01.579292908,46.43,26.4,34.0,92,90,3.36
mayenne,BR,1970-01-01 00:00:01.579292714,-5.79,-35.21,77.0,94,75,11.41
pacific grove,CN,1970-01-01 00:00:01.579292908,39.23,106.34,27.0,37,85,3.0
bur gabo,AF,1970-01-01 00:00:01.579292908,36.41,64.91,31.15,75,0,4.68
sao filipe,IQ,1970-01-01 00:00:01.579292881,33.34,44.4,57.2,58,33,14.99
sinkat,RU,1970-01-01 00:00:01.579292908,63.05,147.19,-17.84,97,100,3.31
ankang,GL,1970-01-01 00:00:01.579292908,65.42,-52.9,12.36,53,93,6.93
marovoay,NO,1970-01-01 00:00:01.579292908,58.46,6.55,46.0,96,100,5.01
new plymouth,AR,1970-01-01 00:00:01.579292908,-35.44,-60.88,82.94,28,0,1.86
isiro,JP,1970-01-01 00:00:01.579292908,43.32,145.57,27.59,64,0,12.3
dwarka,FO,1970-01-01 00:00:01.579292908,62.23,-6.59,41.0,86,100,31.09
torquay,RU,1970-01-01 00:00:01.579292909,59.38,143.3,-18.63,72,0,9.04
egvekinot,AI,1970-01-01 00:00:01.579292829,18.22,-63.06,82.4,65,40,11.41
burladingen,CF,1970-01-01 00:00:01.579292909,5.03,25.14,84.79,21,100,5.99
mys shmidta,MX,1970-01-01 00:00:01.579292909,26.88,-111.98,69.35,54,0,8.5
kaduqli,CL,1970-01-01 00:00:01.579292909,-35.33,-72.42,67.6,57,34,5.73
tiarei,VN,1970-01-01 00:00:01.579292909,11.92,109.16,78.8,83,20,14.99
kovdor,SN,1970-01-01 00:00:01.579292849,14.69,-17.44,73.4,73,0,16.11
chuy,UZ,1970-01-01 00:00:01.579292909,40.56,65.69,23.0,92,0,6.93
bonavista,BW,1970-01-01 00:00:01.579292909,-25.27,23.28,75.58,36,68,11.92
paradwip,JP,1970-01-01 00:00:01.579292909,26.18,127.76,60.8,59,75,18.34
namie,IN,1970-01-01 00:00:01.579292909,10.57,72.64,79.32,78,61,14.54
dourados,RU,1970-01-01 00:00:01.579292909,52.49,82.78,22.26,90,100,35.39
hay river,ES,1970-01-01 00:00:01.579292909,42.78,-9.06,54.0,93,100,3.36
virden,BR,1970-01-01 00:00:01.579292909,-17.34,-39.22,80.35,83,0,15.61
kansanshi,VN,1970-01-01 00:00:01.579292909,10.93,108.1,67.19,91,0,2.28
numata,CN,1970-01-01 00:00:01.579292910,42.8,93.45,9.95,47,0,2.93
tabuleiro do norte,US,1970-01-01 00:00:01.579292910,42.77,-78.67,19.99,61,75,4.09
komsomolskiy,PH,1970-01-01 00:00:01.579292910,17.08,122.42,74.35,90,90,9.8
vieques,AU,1970-01-01 00:00:01.579292910,-35.57,138.62,62.01,76,100,4.7
codrington,BR,1970-01-01 00:00:01.579292646,-7.31,-38.95,91.4,41,40,2.24
elmira,KE,1970-01-01 00:00:01.579292910,2.33,37.99,80.56,25,82,13.87
safwah,AU,1970-01-01 00:00:01.579292910,-24.42,150.5,72.57,82,0,2.71
asau,CL,1970-01-01 00:00:01.579292910,-45.58,-72.07,69.8,46,20,8.05
natal,TR,1970-01-01 00:00:01.579292910,37.27,28.22,42.8,70,0,1.01
shitanjing,RE,1970-01-01 00:00:01.579292910,-21.37,55.62,80.6,78,100,5.82
dawlatabad,SB,1970-01-01 00:00:01.579292910,-9.43,159.95,75.2,94,75,2.24
baghdad,ZM,1970-01-01 00:00:01.579292910,-13.47,25.0,66.76,96,100,2.59
myaundzha,US,1970-01-01 00:00:01.579292910,34.41,-119.86,59.0,58,20,6.93
maniitsoq,MZ,1970-01-01 00:00:01.579292911,-16.84,36.99,75.74,97,100,2.51
moi,PK,1970-01-01 00:00:01.579292911,30.37,68.6,27.61,44,0,5.77
nueve de julio,CD,1970-01-01 00:00:01.579292911,-3.48,23.43,70.66,92,99,1.66
nemuro,IR,1970-01-01 00:00:01.579292912,37.38,55.49,35.6,80,26,2.24
klaksvik,MV,1970-01-01 00:00:01.579292912,6.62,73.07,81.01,72,61,10.89
okhotsk,AU,1970-01-01 00:00:01.579292912,-26.53,153.1,71.01,99,100,1.03
the valley,US,1970-01-01 00:00:01.579292912,42.22,-121.78,35.01,79,75,9.17
zemio,PH,1970-01-01 00:00:01.579292912,20.45,121.97,71.73,82,21,20.85
mulege,MN,1970-01-01 00:00:01.579292721,47.91,106.88,-14.8,75,40,2.04
constitucion,BR,1970-01-01 00:00:01.579292912,-15.35,-48.5,79.07,77,100,4.16
cam ranh,GH,1970-01-01 00:00:01.579292912,4.88,-1.76,79.57,82,0,6.24
dakar,IN,1970-01-01 00:00:01.579292912,11.67,92.75,80.11,76,100,9.89
nurota,GB,1970-01-01 00:00:01.579292912,57.54,-2.95,41.0,80,75,16.11
werda,CA,1970-01-01 00:00:01.579292735,50.63,-96.99,15.01,95,100,3.0
nishihara,TR,1970-01-01 00:00:01.579292912,38.51,42.28,26.1,95,100,4.74
kavaratti,UY,1970-01-01 00:00:01.579292912,-34.65,-56.06,73.99,31,0,8.05
aleysk,LY,1970-01-01 00:00:01.579292912,26.59,12.78,49.71,54,0,5.64
muros,MU,1970-01-01 00:00:01.579292912,-20.01,57.66,80.6,83,90,8.05
prado,NO,1970-01-01 00:00:01.579292912,70.95,27.35,23.0,73,17,25.28
phan thiet,BR,1970-01-01 00:00:01.579292912,-0.41,-65.02,81.63,93,69,2.95
hami,FR,1970-01-01 00:00:01.579292912,46.42,3.91,43.0,75,90,3.36
erie,RU,1970-01-01 00:00:01.579292912,62.71,56.2,13.21,93,100,11.16
dicabisagan,CA,1970-01-01 00:00:01.579292912,54.77,-101.86,-4.0,70,90,4.7
victor harbor,UG,1970-01-01 00:00:01.579292913,0.95,33.12,73.53,66,100,2.95
milagres,US,1970-01-01 00:00:01.579292807,24.56,-81.78,82.4,61,20,11.41
marsabit,CA,1970-01-01 00:00:01.579292648,46.35,-72.55,5.0,49,1,8.05
biloela,US,1970-01-01 00:00:01.579292913,41.17,-74.05,30.99,21,1,14.99
coihaique,AO,1970-01-01 00:00:01.579292642,-8.84,13.23,82.4,74,20,9.17
bayir,RU,1970-01-01 00:00:01.579292883,64.75,177.48,28.4,79,40,6.71
saint-joseph,ID,1970-01-01 00:00:01.579292913,-9.11,124.89,75.92,87,85,2.42
honiara,ID,1970-01-01 00:00:01.579292913,-0.91,122.88,81.72,77,34,7.72
kalengwa,PT,1970-01-01 00:00:01.579292913,42.08,-8.48,54.0,87,100,5.82
isla vista,PF,1970-01-01 00:00:01.579292913,-16.48,-151.75,81.63,80,2,21.54
mocuba,PH,1970-01-01 00:00:01.579292913,6.37,126.17,77.56,79,37,4.74
loralai,MN,1970-01-01 00:00:01.579292913,46.68,113.28,0.59,96,99,7.85
lodja,MA,1970-01-01 00:00:01.579292913,29.58,-9.5,54.99,31,0,2.57
kalaleh,US,1970-01-01 00:00:01.579292701,64.5,-165.41,8.6,50,1,8.05
kulhudhuffushi,TR,1970-01-01 00:00:01.579292913,40.84,31.16,42.01,86,100,8.34
coolum beach,PL,1970-01-01 00:00:01.579292913,54.54,17.75,36.0,81,90,13.87
klamath falls,CN,1970-01-01 00:00:01.579292913,26.28,119.79,51.8,66,90,13.42
basco,GD,1970-01-01 00:00:01.579292913,12.06,-61.75,86.0,62,20,13.87
ulaanbaatar,US,1970-01-01 00:00:01.579292882,39.55,-107.32,37.4,86,90,21.92
padre bernardo,US,1970-01-01 00:00:01.579292914,26.16,-80.29,78.8,61,90,16.11
takoradi,VE,1970-01-01 00:00:01.579292914,9.31,-64.36,86.18,57,95,4.52
port blair,PE,1970-01-01 00:00:01.579292914,-10.07,-78.15,80.56,52,0,9.15
keith,AR,1970-01-01 00:00:01.579292914,-43.25,-65.31,89.37,17,69,24.23
gimli,CN,1970-01-01 00:00:01.579292914,37.5,122.11,33.84,70,68,11.95
tatvan,PF,1970-01-01 00:00:01.579292914,-17.83,-149.27,84.2,66,75,3.36
karaul,MG,1970-01-01 00:00:01.579292914,-19.52,45.47,76.23,83,100,3.06
sauce,ID,1970-01-01 00:00:01.579292914,-8.12,111.89,72.14,86,80,1.41
awbari,PG,1970-01-01 00:00:01.579292914,-3.67,152.43,83.89,73,69,13.2
grand gaube,BR,1970-01-01 00:00:01.579292914,-0.13,-67.09,86.0,79,20,2.24
umzimvubu,US,1970-01-01 00:00:01.579292914,44.56,-92.53,19.0,66,90,10.29
kjollefjord,US,1970-01-01 00:00:01.579292914,40.6,-124.16,52.0,53,20,13.87
santa isabel do rio negro,PE,1970-01-01 00:00:01.579292914,-13.7,-76.22,73.0,30,98,21.92
saint-francois,US,1970-01-01 00:00:01.579292914,33.82,-78.68,51.01,29,1,9.17
troitsko-pechorsk,JP,1970-01-01 00:00:01.579292914,35.13,140.3,44.6,81,75,17.22
flin flon,RU,1970-01-01 00:00:01.579292914,63.05,179.32,29.52,98,100,9.62
kamuli,TH,1970-01-01 00:00:01.579292915,9.97,98.63,76.05,84,0,8.01
key west,SL,1970-01-01 00:00:01.579292915,7.53,-12.51,79.61,79,0,8.05
trois-rivieres,DE,1970-01-01 00:00:01.579292915,51.13,9.42,45.0,87,75,9.17
rockland,LY,1970-01-01 00:00:01.579292915,29.13,15.95,51.91,65,55,4.72
luanda,CN,1970-01-01 00:00:01.579292915,37.93,102.64,18.82,75,100,5.79
anadyr,NA,1970-01-01 00:00:01.579292915,-23.32,17.08,73.69,45,96,6.53
atambua,RU,1970-01-01 00:00:01.579292915,53.57,142.95,-6.41,91,1,10.22
biak,JP,1970-01-01 00:00:01.579292915,39.27,141.88,30.4,91,100,6.76
moncao,UY,1970-01-01 00:00:01.579292915,-34.67,-54.92,69.8,49,0,8.05
faanui,GT,1970-01-01 00:00:01.579292915,14.51,-92.19,95.0,44,20,9.17
pundaguitan,BR,1970-01-01 00:00:01.579292915,-1.2,-46.02,82.18,80,84,13.56
baruun-urt,CA,1970-01-01 00:00:01.579292770,54.52,-128.6,12.0,55,90,16.11
tiznit,US,1970-01-01 00:00:01.579292915,39.18,-84.53,34.0,46,1,6.93
nome,CA,1970-01-01 00:00:01.579292616,44.65,-63.57,10.99,72,75,31.09
duzce,EC,1970-01-01 00:00:01.579292916,-3.4,-78.55,72.27,89,21,1.9
lebork,US,1970-01-01 00:00:01.579292916,57.05,-135.33,23.0,41,20,14.99
formoso do araguaia,GA,1970-01-01 00:00:01.579292916,-1.57,9.26,75.09,93,100,2.77
dinghai,BR,1970-01-01 00:00:01.579292916,-23.01,-44.32,77.0,83,90,17.22
saint-georges,NO,1970-01-01 00:00:01.579292916,71.04,27.85,23.0,73,27,25.28
glenwood springs,US,1970-01-01 00:00:01.579292846,41.71,-70.23,25.0,32,1,18.34
sunrise,RU,1970-01-01 00:00:01.579292916,64.3,41.92,28.4,100,90,8.95
cantaura,ID,1970-01-01 00:00:01.579292916,-7.75,112.01,72.14,86,80,1.41
huarmey,CA,1970-01-01 00:00:01.579292649,54.05,-128.65,12.0,55,90,16.11
trelew,ID,1970-01-01 00:00:01.579292916,-10.17,123.58,83.62,78,98,10.02
weihai,PK,1970-01-01 00:00:01.579292916,32.93,72.86,44.6,70,100,5.82
teahupoo,BR,1970-01-01 00:00:01.579292916,-21.64,-41.05,78.8,83,90,18.34
miandrivazo,TD,1970-01-01 00:00:01.579292916,12.18,18.69,70.14,23,67,8.61
boyolangu,NA,1970-01-01 00:00:01.579292916,-22.12,14.28,68.0,89,41,3.0
namatanai,MG,1970-01-01 00:00:01.579292916,-25.17,45.05,72.5,91,3,9.53
sao gabriel da cachoeira,IN,1970-01-01 00:00:01.579292916,22.27,86.18,61.65,60,0,3.02
red wing,OM,1970-01-01 00:00:01.579292917,22.57,59.53,63.72,53,0,8.86
fortuna,AU,1970-01-01 00:00:01.579292689,-31.43,152.92,69.01,100,90,6.8
pisco,ID,1970-01-01 00:00:01.579292917,-9.66,120.26,83.1,71,20,7.96
north myrtle beach,ZA,1970-01-01 00:00:01.579292917,-33.01,17.94,66.2,68,0,18.34
katsuura,ML,1970-01-01 00:00:01.579292917,18.9,-3.53,67.87,15,100,15.37
beringovskiy,US,1970-01-01 00:00:01.579292917,42.16,-72.33,25.0,24,1,16.11
ranong,NP,1970-01-01 00:00:01.579292917,28.23,83.98,46.85,76,0,4.16
wahran,IN,1970-01-01 00:00:01.579292917,19.6,81.67,61.7,76,38,2.86
bonthe,PT,1970-01-01 00:00:01.579292917,40.16,-8.33,55.99,81,20,3.36
felsberg,NO,1970-01-01 00:00:01.579292917,67.67,12.69,42.8,74,75,12.75
hun,GN,1970-01-01 00:00:01.579292917,10.42,-13.58,71.55,75,18,1.59
wuwei,CN,1970-01-01 00:00:01.579292917,37.15,122.38,31.51,76,2,12.71
rehoboth,CN,1970-01-01 00:00:01.579292917,35.6,103.21,19.04,82,100,1.86
okha,DE,1970-01-01 00:00:01.579292917,50.17,8.57,46.99,100,75,4.7
kamaishi,PH,1970-01-01 00:00:01.579292917,11.0,122.67,74.03,91,0,7.09
maldonado,ID,1970-01-01 00:00:01.579292917,-5.36,104.97,72.0,97,100,2.57
ocos,RU,1970-01-01 00:00:01.579292917,60.38,92.63,13.59,89,100,9.75
carutapera,RU,1970-01-01 00:00:01.579292917,42.96,131.72,-7.6,76,84,2.24
terrace,RU,1970-01-01 00:00:01.579292918,50.75,86.15,-0.31,93,100,16.98
marcona,ES,1970-01-01 00:00:01.579292918,39.89,4.27,51.8,81,40,17.22
hamilton,PH,1970-01-01 00:00:01.579292918,9.19,117.81,75.31,93,96,4.63
halifax,RU,1970-01-01 00:00:01.579292918,52.52,111.54,-9.74,99,72,5.12
gualaquiza,NO,1970-01-01 00:00:01.579292918,68.69,15.42,35.6,69,75,14.99
sitka,NG,1970-01-01 00:00:01.579292918,10.4,5.47,74.89,22,0,5.55
omboue,AT,1970-01-01 00:00:01.579292918,47.51,12.1,41.0,77,75,1.12
angra dos reis,AT,1970-01-01 00:00:01.579292918,48.21,14.38,32.0,100,75,4.7
mehamn,IN,1970-01-01 00:00:01.579292918,18.3,83.9,64.44,90,0,3.47
yarmouth,AO,1970-01-01 00:00:01.579292918,-15.2,12.15,75.45,86,100,11.86
lukovetskiy,CV,1970-01-01 00:00:01.579292632,14.92,-23.51,71.6,68,18,17.22
gondanglegi,MX,1970-01-01 00:00:01.579292918,22.89,-109.91,86.0,30,5,4.7
kitimat,CO,1970-01-01 00:00:01.579292918,8.17,-76.06,85.15,68,88,2.93
kupang,JP,1970-01-01 00:00:01.579292918,36.3,139.8,46.0,65,75,14.99
mentok,BR,1970-01-01 00:00:01.579292918,-6.84,-40.58,81.0,59,99,7.18
chakwal,NO,1970-01-01 00:00:01.579292918,69.65,18.96,21.2,72,100,16.11
sao joao da barra,CN,1970-01-01 00:00:01.579292918,26.19,107.51,35.49,79,100,4.79
mongo,RU,1970-01-01 00:00:01.579292918,61.01,35.48,36.75,87,100,12.77
henties bay,BR,1970-01-01 00:00:01.579292918,-24.49,-47.84,67.55,97,100,2.39
beloha,ML,1970-01-01 00:00:01.579292919,16.41,-3.67,68.61,15,97,13.11
kemijarvi,ML,1970-01-01 00:00:01.579292919,13.81,-10.83,76.68,7,33,9.48
rairangpur,ID,1970-01-01 00:00:01.579292919,-0.88,131.25,73.45,94,79,3.09
sur,CN,1970-01-01 00:00:01.579292920,30.3,111.5,37.0,86,11,1.1
port macquarie,BR,1970-01-01 00:00:01.579292886,-22.9,-43.21,77.0,83,90,16.11
waingapu,AO,1970-01-01 00:00:01.579292920,-6.13,12.37,81.36,82,99,7.96
saldanha,US,1970-01-01 00:00:01.579292920,21.35,-158.09,78.8,65,1,11.41
araouane,CA,1970-01-01 00:00:01.579292920,48.76,-91.62,17.44,84,100,10.6
palmer,AR,1970-01-01 00:00:01.579292624,-31.41,-64.18,80.6,32,46,14.99
pokhara,CD,1970-01-01 00:00:01.579292899,0.52,25.2,75.16,73,72,3.22
kondagaon,SO,1970-01-01 00:00:01.579292921,9.49,50.81,76.84,75,43,20.85
lata,CN,1970-01-01 00:00:01.579292921,25.28,110.29,42.8,81,90,4.47
sorland,IS,1970-01-01 00:00:01.579292921,63.44,-20.27,36.99,67,12,13.58
fria,US,1970-01-01 00:00:01.579292791,34.42,-119.7,60.8,58,20,6.93
yatou,BR,1970-01-01 00:00:01.579292921,-4.08,-63.14,83.14,86,97,1.61
linxia,JP,1970-01-01 00:00:01.579292921,34.67,138.95,41.0,89,100,5.99
steinbach,US,1970-01-01 00:00:01.579292923,34.88,-76.9,46.99,28,1,10.29
dingle,TR,1970-01-01 00:00:01.579292923,37.02,35.82,48.2,70,75,2.24
pringsewu,CN,1970-01-01 00:00:01.579292923,36.65,107.79,20.73,79,99,2.04
teya,CN,1970-01-01 00:00:01.579292923,49.6,117.43,-3.19,92,100,2.48
popova,US,1970-01-01 00:00:01.579292923,39.01,-77.43,37.99,34,75,10.29
artyk,RU,1970-01-01 00:00:01.579292923,56.17,92.68,23.0,67,40,13.42
mrirt,BR,1970-01-01 00:00:01.579292923,-9.42,-41.13,95.0,30,40,6.93
onguday,AR,1970-01-01 00:00:01.579292819,-33.3,-66.34,89.91,24,7,19.51
mahon,ID,1970-01-01 00:00:01.579292923,-0.03,109.33,74.14,96,68,1.05
tagusao,NO,1970-01-01 00:00:01.579292923,58.57,5.7,45.0,93,75,4.7
sosnovo-ozerskoye,RU,1970-01-01 00:00:01.579292923,69.42,30.81,3.2,91,17,10.29
sortland,MX,1970-01-01 00:00:01.579292923,15.74,-96.47,93.2,46,20,6.93
kontagora,NC,1970-01-01 00:00:01.579292923,-21.35,165.15,77.49,79,0,6.67
kirchbichl,MX,1970-01-01 00:00:01.579292923,18.73,-103.68,87.8,35,40,5.19
sankt florian,KZ,1970-01-01 00:00:01.579292923,47.8,67.71,20.71,90,100,13.96
srikakulam,PG,1970-01-01 00:00:01.579292923,-2.67,141.3,82.63,81,49,22.06
namibe,PT,1970-01-01 00:00:01.579292923,39.36,-9.38,57.0,81,20,3.36
praia,US,1970-01-01 00:00:01.579292923,40.97,-117.74,37.4,40,20,11.41
cabo san lucas,MK,1970-01-01 00:00:01.579292923,41.47,21.12,30.99,86,0,2.24
tierralta,CN,1970-01-01 00:00:01.579292923,38.7,116.09,25.18,92,0,4.65
oyama,BR,1970-01-01 00:00:01.579292924,-16.01,-41.3,77.7,69,41,3.33
pio ix,PE,1970-01-01 00:00:01.579292924,-3.75,-73.25,75.2,88,90,1.88
tromso,VN,1970-01-01 00:00:01.579292924,9.18,105.15,74.19,86,0,5.3
xiaoweizhai,AU,1970-01-01 00:00:01.579292924,-31.95,141.43,55.4,54,0,9.17
voznesenye,UA,1970-01-01 00:00:01.579292924,49.71,28.83,29.3,94,0,5.03
registro,CA,1970-01-01 00:00:01.579292924,58.81,-122.7,-20.2,75,75,2.24
goundam,US,1970-01-01 00:00:01.579292924,36.68,-121.66,55.4,87,1,4.7
bafoulabe,GL,1970-01-01 00:00:01.579292924,66.94,-53.67,-0.62,76,48,8.5
rungata,RU,1970-01-01 00:00:01.579292924,64.9,45.76,18.86,94,91,6.78
sorong,ET,1970-01-01 00:00:01.579292924,11.18,40.02,59.4,57,0,1.34
zhicheng,GB,1970-01-01 00:00:01.579292924,51.03,-4.22,45.0,86,20,5.82
rio de janeiro,CN,1970-01-01 00:00:01.579292924,39.82,109.98,13.95,81,83,12.73
soyo,RU,1970-01-01 00:00:01.579292924,66.56,67.8,6.33,87,93,12.24
makakilo city,CA,1970-01-01 00:00:01.579292925,50.1,-91.92,10.4,78,90,11.41
atikokan,RU,1970-01-01 00:00:01.579292925,60.87,60.42,10.38,87,100,6.08
cordoba,ZA,1970-01-01 00:00:01.579292925,-30.21,30.8,80.01,89,0,1.01
kisangani,PK,1970-01-01 00:00:01.579292925,29.12,71.74,56.43,40,0,5.46
bandarbeyla,RU,1970-01-01 00:00:01.579292925,67.54,133.38,-32.1,99,93,1.9
guilin,SB,1970-01-01 00:00:01.579292925,-8.14,159.59,81.59,78,72,9.6
vestmannaeyjar,IN,1970-01-01 00:00:01.579292925,28.45,75.82,48.81,48,14,2.15
santa barbara,ES,1970-01-01 00:00:01.579292925,43.27,-7.54,48.99,87,100,4.7
coari,RU,1970-01-01 00:00:01.579292925,58.69,99.18,16.88,94,100,8.5
shimoda,US,1970-01-01 00:00:01.579292925,39.47,-118.78,43.0,35,75,4.7
havelock,CN,1970-01-01 00:00:01.579292925,37.02,111.91,18.46,65,99,5.73
ceyhan,NG,1970-01-01 00:00:01.579292925,7.38,8.57,79.77,18,29,4.21
yuancheng,AU,1970-01-01 00:00:01.579292925,-32.55,115.7,70.0,77,17,10.29
manzhouli,RU,1970-01-01 00:00:01.579292926,54.43,31.9,28.42,95,4,5.68
sterling,BR,1970-01-01 00:00:01.579292926,-23.77,-53.33,83.55,77,100,3.8
yemelyanovo,PE,1970-01-01 00:00:01.579292926,-13.69,-71.62,68.0,34,75,8.05
casa nova,RU,1970-01-01 00:00:01.579292926,68.05,166.44,-27.08,93,0,2.8
san luis,IN,1970-01-01 00:00:01.579292926,15.4,79.52,69.85,94,28,2.28
pontianak,RU,1970-01-01 00:00:01.579292926,55.7,37.38,39.0,93,90,8.95
vigrestad,PL,1970-01-01 00:00:01.579292926,54.04,19.03,36.0,87,90,13.87
zapolyarnyy,SA,1970-01-01 00:00:01.579292761,18.22,42.51,55.4,66,2,2.08
pochutla,SV,1970-01-01 00:00:01.579292927,13.59,-89.83,89.6,33,40,4.7
poya,BY,1970-01-01 00:00:01.579292927,52.63,29.73,30.67,95,0,5.66
coahuayana,VU,1970-01-01 00:00:01.579292927,-16.1,167.42,77.0,100,75,5.35
zhezkazgan,YE,1970-01-01 00:00:01.579292927,14.4,46.47,48.24,34,0,2.66
vanimo,CN,1970-01-01 00:00:01.579292927,36.53,114.11,24.35,76,7,5.73
peniche,BR,1970-01-01 00:00:01.579292927,-3.02,-41.14,84.2,83,40,6.93
winnemucca,SN,1970-01-01 00:00:01.579292927,12.48,-16.55,78.8,44,0,2.24
plasnica,BR,1970-01-01 00:00:01.579292927,-6.64,-51.99,82.42,73,9,3.2
